filedFor,cik,ticker,no_shares,value,industry
2005-09-30,88204,SEE,1113300,52837000,Consumer Cyclical
2005-09-30,89439,MLI,851800,23654000,Industrials
2005-09-30,922812,AXP,151610700,7622986000,Financial Services
2005-09-30,932872,SJR/BEUR,7101500,148918000,Unknown
2005-12-31,1017968,EDGW,6580000,57444000,Unknown
2005-12-31,1020882,IRM,7897600,333436000,Real Estate
2005-12-31,104169,WMT,39888600,1866786000,Consumer Defensive
2005-12-31,104889,GHC,3455530,2643482000,Consumer Defensive
2005-12-31,1052045,SVM1,11223200,134118000,Unknown
2005-12-31,105598,WFC,170184400,10692684000,Financial Services
2005-12-31,105729,WSC1,11406174,4391376000,Unknown
2005-12-31,1059556,DUT,96000000,5896320000,Unknown
2005-12-31,1108329,PC6A,1318000,108024000,Unknown
2005-12-31,1179484,CDCO,3037956,54684000,Unknown
2005-12-31,12659,HRB,37076200,910220000,Consumer Cyclical
2005-12-31,1393231,COST,10508000,519830000,Consumer Defensive
2005-12-31,21344,KO,400000000,16124002000,Consumer Defensive
2005-12-31,22301,CMCSA,22220400,570842000,Communication Services
2005-12-31,310569,BUD1,87708400,3767952000,Unknown
2005-12-31,320187,NKE,4949200,429542000,Consumer Cyclical
2005-12-31,320335,GL,5647758,314016000,Financial Services
2005-12-31,354950,HD,10000000,404800000,Consumer Cyclical
2005-12-31,36270,MTB,13417520,1463180000,Financial Services
2005-12-31,39899,TGNA,6895200,417642000,Communication Services
2005-12-31,39911,GAP,20000000,352800000,Consumer Cyclical
2005-12-31,4962,AXP,20000000,860200000,Financial Services
2005-12-31,60667,LOW,780000,51994000,Consumer Cyclical
2005-12-31,745448,LXKEUR,6000000,268980000,Unknown
2005-12-31,750556,STI1,6409200,466334000,Unknown
2005-12-31,757011,USG1,13000000,845000000,Unknown
2005-12-31,78214,COP,9612800,559273000,Energy
2005-12-31,80424,PG,200000000,11575998000,Consumer Defensive
2005-12-31,820027,A4S,60644274,2486416000,Unknown
2005-12-31,833444,ADT2,20000000,577200000,Unknown
2005-12-31,836102,TT2,20995800,838782000,Unknown
2005-12-31,874691,OSI2,3637600,151360000,Unknown
2005-12-31,88204,SEE,1911200,107352000,Consumer Cyclical
2005-12-31,89439,MLI,1569000,43022000,Industrials
2005-12-31,922812,AXP,303221400,15603774000,Financial Services
2006-03-31,1017968,EDGW,3290000,38197000,Unknown
2006-03-31,1020882,IRM,3483300,141910000,Real Estate
2006-03-31,104169,WMT,19944300,942169000,Consumer Defensive
2006-03-31,104889,GHC,1727765,1342042000,Consumer Defensive
2006-03-31,1052045,SVM1,4384400,57523000,Unknown
2006-03-31,105598,WFC,92580600,5913118000,Financial Services
2006-03-31,105729,WSC1,5703087,2275532000,Unknown
2006-03-31,1059556,DUT,48000000,3430080000,Unknown
2006-03-31,1108329,PC6A,659000,69162000,Unknown
2006-03-31,1179484,CDCO,1523446,18875000,Unknown
2006-03-31,12659,HRB,16061100,347723000,Consumer Cyclical
2006-03-31,1393231,COST,5254000,284557000,Consumer Defensive
2006-03-31,200406,JNJ,1970000,116663000,Healthcare
2006-03-31,21344,KO,200000000,8373998000,Consumer Defensive
2006-03-31,22301,CMCSA,11110200,290198000,Communication Services
2006-03-31,310569,BUD1,43854200,1875644000,Unknown
2006-03-31,320187,NKE,2474600,210588000,Consumer Cyclical
2006-03-31,320335,GL,2823879,161243000,Financial Services
2006-03-31,354950,HD,4181000,176856000,Consumer Cyclical
2006-03-31,36104,USB,6107000,186264000,Financial Services
2006-03-31,36270,MTB,6708760,765737000,Financial Services
2006-03-31,39899,TGNA,3447600,206580000,Communication Services
2006-03-31,39911,GAP,10000000,186800000,Consumer Cyclical
2006-03-31,40545,GE,7777900,270515000,Industrials
2006-03-31,4962,AXP,10000000,468200000,Financial Services
2006-03-31,60667,LOW,390000,25132000,Consumer Cyclical
2006-03-31,745448,LXKEUR,2521100,114408000,Unknown
2006-03-31,750556,STI1,3204600,233167000,Unknown
2006-03-31,757011,USG1,6500000,617240000,Unknown
2006-03-31,78214,COP,17938100,1132791000,Energy
2006-03-31,80424,PG,100000000,5762999000,Consumer Defensive
2006-03-31,809697,UPS,1429200,113450000,Industrials
2006-03-31,820027,A4S,23922137,1077932000,Unknown
2006-03-31,833444,ADT2,10000000,268800000,Unknown
2006-03-31,836102,TT2,11062700,474147000,Unknown
2006-03-31,874691,OSI2,1818800,80027000,Unknown
2006-03-31,88204,SEE,737900,42702000,Consumer Cyclical
2006-03-31,922812,AXP,151610700,7967142000,Financial Services
2006-06-30,1017968,EDGW,3290000,22964000,Unknown
2006-06-30,1020882,IRM,5024700,187823000,Real Estate
2006-06-30,104169,WMT,19944300,960717000,Consumer Defensive
2006-06-30,104889,GHC,1727765,1347674000,Consumer Defensive
2006-06-30,1052045,SVM1,3998000,41299000,Unknown
2006-06-30,105598,WFC,95320800,6394119000,Financial Services
2006-06-30,105729,WSC1,5703087,2172876000,Unknown
2006-06-30,1059556,DUT,48000000,2614080000,Unknown
2006-06-30,1108329,PC6A,659000,71152000,Unknown
2006-06-30,1121404,SNY,488500,23790000,Healthcare
2006-06-30,1179484,CDCO,1523446,21145000,Unknown
2006-06-30,12659,HRB,11386500,271682000,Consumer Cyclical
2006-06-30,1393231,COST,5254000,306161000,Consumer Defensive
2006-06-30,200406,JNJ,24588800,1473361000,Healthcare
2006-06-30,21344,KO,200000000,8604001000,Consumer Defensive
2006-06-30,22301,CMCSA,11110200,364192000,Communication Services
2006-06-30,27419,DYH,5500000,268785000,Unknown
2006-06-30,310569,BUD1,43528052,1984444000,Unknown
2006-06-30,320187,NKE,2474600,200443000,Consumer Cyclical
2006-06-30,320335,GL,2823879,171466000,Financial Services
2006-06-30,354950,HD,4181000,149638000,Consumer Cyclical
2006-06-30,36104,USB,22134400,683510000,Financial Services
2006-06-30,36270,MTB,6708760,791096000,Financial Services
2006-06-30,39899,TGNA,3447600,192824000,Communication Services
2006-06-30,40545,GE,7777900,256360000,Industrials
2006-06-30,4962,AXP,10000000,450400000,Financial Services
2006-06-30,60667,LOW,390000,23661000,Consumer Cyclical
2006-06-30,750556,STI1,3204600,244383000,Unknown
2006-06-30,757011,USG1,6500000,474045000,Unknown
2006-06-30,78214,COP,17938100,1175484000,Energy
2006-06-30,80424,PG,100000000,5560000000,Consumer Defensive
2006-06-30,809697,UPS,1429200,117666000,Industrials
2006-06-30,820027,A4S,23922137,1068602000,Unknown
2006-06-30,833444,ADT2,10000000,275000000,Unknown
2006-06-30,836102,TT2,11062700,478683000,Unknown
2006-06-30,874691,OSI2,1818800,62930000,Unknown
2006-06-30,88204,SEE,677700,35295000,Consumer Cyclical
2006-06-30,922812,AXP,151610700,8068722000,Financial Services
2006-09-30,100885,UNP,3155100,277649000,Industrials
2006-09-30,1017968,EDGW,3290000,24412000,Unknown
2006-09-30,1020882,IRM,6031900,259010000,Real Estate
2006-09-30,104169,WMT,19944300,983653000,Consumer Defensive
2006-09-30,104889,GHC,1727765,1273363000,Consumer Defensive
2006-09-30,1052045,SVM1,3998000,44818000,Unknown
2006-09-30,105598,WFC,190641600,6897413000,Financial Services
2006-09-30,105729,WSC1,5703087,2492249000,Unknown
2006-09-30,1059556,DUT,48000000,3138240000,Unknown
2006-09-30,1108329,PC6A,659000,70942000,Unknown
2006-09-30,1121404,SNY,488500,21724000,Healthcare
2006-09-30,1179484,CDCO,1523446,21145000,Unknown
2006-09-30,12659,HRB,10971000,238510000,Consumer Cyclical
2006-09-30,1365135,W3U,10000000,191300000,Unknown
2006-09-30,1393231,COST,5254000,261019000,Consumer Defensive
2006-09-30,200406,JNJ,24588800,1596797000,Healthcare
2006-09-30,21344,KO,200000000,8935999000,Consumer Defensive
2006-09-30,22301,CMCSA,11110200,408966000,Communication Services
2006-09-30,27419,DYH,745700,41200000,Unknown
2006-09-30,310569,BUD1,36417400,1730191000,Unknown
2006-09-30,315066,WFC,997200,73234000,Financial Services
2006-09-30,320187,NKE,4000000,350480000,Consumer Cyclical
2006-09-30,320335,GL,2823879,178214000,Financial Services
2006-09-30,354950,HD,4181000,151645000,Consumer Cyclical
2006-09-30,36104,USB,23307300,774269000,Financial Services
2006-09-30,36270,MTB,6708760,804782000,Financial Services
2006-09-30,39899,TGNA,3447600,195927000,Communication Services
2006-09-30,40545,GE,7777900,274560000,Industrials
2006-09-30,4962,AXP,10000000,228700000,Financial Services
2006-09-30,60667,LOW,7000000,196420000,Consumer Cyclical
2006-09-30,702165,NSC,3221800,141920000,Industrials
2006-09-30,750556,STI1,3204600,247651000,Unknown
2006-09-30,757011,USG1,16700992,785615000,Unknown
2006-09-30,78214,COP,17938100,1067855000,Energy
2006-09-30,80424,PG,100000000,6197999000,Consumer Defensive
2006-09-30,809697,UPS,1429200,102817000,Industrials
2006-09-30,820027,A4S,19256537,903131000,Unknown
2006-09-30,833444,ADT2,10000000,279900000,Unknown
2006-09-30,836102,TT2,11062700,464301000,Unknown
2006-09-30,874691,OSI2,1818800,57674000,Unknown
2006-09-30,88204,SEE,677700,36677000,Consumer Cyclical
2006-09-30,922812,AXP,151610700,8502328000,Financial Services
2006-12-31,100885,UNP,8211200,755595000,Industrials
2006-12-31,1179484,CDCO,1523446,14457000,Unknown
2006-12-31,12659,HRB,4113400,94773000,Consumer Cyclical
2006-12-31,1393231,COST,5254000,277779000,Consumer Defensive
2006-12-31,21344,KO,200000000,9649999000,Consumer Defensive
2006-12-31,22301,CMCSA,8000000,335040000,Communication Services
2006-12-31,310569,BUD1,36417400,1791736000,Unknown
2006-12-31,315066,WFC,16074000,1186422000,Financial Services
2006-12-31,39899,TGNA,3447600,208442000,Communication Services
2006-12-31,40545,GE,7777900,289416000,Industrials
2006-12-31,4962,AXP,10000000,255200000,Financial Services
2006-12-31,702165,NSC,3954700,198882000,Industrials
2006-12-31,78214,COP,17938100,1290646000,Energy
2006-12-31,820027,A4S,8270637,450749000,Unknown
2006-12-31,836102,TT2,11062700,507225000,Unknown
2006-12-31,922812,AXP,151610700,9198221000,Financial Services
2007-03-31,100885,UNP,10513100,1067605000,Industrials
2007-03-31,1017968,EDGW,1483400,10250000,Unknown
2007-03-31,1020882,IRM,9047850,236420000,Real Estate
2007-03-31,104169,WMT,19944300,936385000,Consumer Defensive
2007-03-31,104889,GHC,1727765,1319148000,Consumer Defensive
2007-03-31,1052045,SVM1,3998000,61529000,Unknown
2007-03-31,105598,WFC,232244700,7996185000,Financial Services
2007-03-31,105729,WSC1,5703087,2623420000,Unknown
2007-03-31,1059556,DUT,48000000,2978880000,Unknown
2007-03-31,1108329,PC6A,659000,77162000,Unknown
2007-03-31,1121404,SNY,828500,36048000,Healthcare
2007-03-31,1156039,ELV,979700,79454000,Healthcare
2007-03-31,1179484,CDCO,1523446,15234000,Unknown
2007-03-31,12659,HRB,1246800,26233000,Consumer Cyclical
2007-03-31,1365135,W3U,9868000,216603000,Unknown
2007-03-31,1393231,COST,5254000,282875000,Consumer Defensive
2007-03-31,1699150,IR,636600,27583000,Industrials
2007-03-31,200406,JNJ,48665600,2932589000,Healthcare
2007-03-31,21344,KO,200000000,9600001000,Consumer Defensive
2007-03-31,22301,CMCSA,12000000,305640000,Communication Services
2007-03-31,310569,BUD1,35563200,1794519000,Unknown
2007-03-31,315066,WFC,34647376,2786689000,Financial Services
2007-03-31,320187,NKE,4000000,425040000,Consumer Cyclical
2007-03-31,320335,GL,2823879,185219000,Financial Services
2007-03-31,354950,HD,4181000,153610000,Consumer Cyclical
2007-03-31,36104,USB,23307300,815056000,Financial Services
2007-03-31,36270,MTB,6708760,777075000,Financial Services
2007-03-31,39899,TGNA,3447600,194065000,Communication Services
2007-03-31,40545,GE,7777900,275027000,Industrials
2007-03-31,4962,AXP,10000000,269000000,Financial Services
2007-03-31,60667,LOW,7000000,220430000,Consumer Cyclical
2007-03-31,702165,NSC,6362800,321958000,Industrials
2007-03-31,731766,UNH,1021400,54104000,Healthcare
2007-03-31,750556,STI1,3204600,266110000,Unknown
2007-03-31,757011,USG1,17072192,796930000,Unknown
2007-03-31,78214,COP,17938100,1226069000,Energy
2007-03-31,80424,PG,100000000,6316000000,Consumer Defensive
2007-03-31,809697,UPS,1429200,100187000,Industrials
2007-03-31,820027,A4S,4281462,244644000,Unknown
2007-03-31,833444,ADT2,10000000,315500000,Unknown
2007-03-31,836102,TT2,11062700,586544000,Unknown
2007-03-31,922812,AXP,151610700,8550844000,Financial Services
2007-06-30,100885,UNP,7411200,853400000,Industrials
2007-06-30,1020882,IRM,9047850,236420000,Real Estate
2007-06-30,104169,WMT,19944300,959520000,Consumer Defensive
2007-06-30,104889,GHC,1727765,1340901000,Consumer Defensive
2007-06-30,1052045,SVM1,3998000,61809000,Unknown
2007-06-30,105598,WFC,257675468,9062446000,Financial Services
2007-06-30,105729,WSC1,5703087,2195688000,Unknown
2007-06-30,1059556,DUT,48000000,2985600000,Unknown
2007-06-30,1103982,MDLZ,69583800,2452829000,Consumer Defensive
2007-06-30,1108329,PC6A,659000,97980000,Unknown
2007-06-30,1121404,SNY,3530685,142181000,Healthcare
2007-06-30,1156039,ELV,4200000,335286000,Healthcare
2007-06-30,1179484,CDCO,1523446,16255000,Unknown
2007-06-30,1365135,W3U,3200000,66656000,Unknown
2007-06-30,1393231,COST,5254000,307464000,Consumer Defensive
2007-06-30,1699150,IR,636600,34866000,Industrials
2007-06-30,200406,JNJ,53145848,3274846000,Healthcare
2007-06-30,21344,KO,200000000,10462001000,Consumer Defensive
2007-06-30,22301,CMCSA,12000000,335520000,Communication Services
2007-06-30,29924,DJ,2781800,159814000,Unknown
2007-06-30,310569,BUD1,35563200,1854977000,Unknown
2007-06-30,315066,WFC,39027430,3322796000,Financial Services
2007-06-30,320187,NKE,8000000,466320000,Consumer Cyclical
2007-06-30,320335,GL,2823879,189200000,Financial Services
2007-06-30,354950,HD,4181000,164522000,Consumer Cyclical
2007-06-30,36104,USB,37085326,1221962000,Financial Services
2007-06-30,36270,MTB,6708760,717166000,Financial Services
2007-06-30,39899,TGNA,3447600,189446000,Communication Services
2007-06-30,40545,GE,7777900,297738000,Industrials
2007-06-30,4962,AXP,10000000,326700000,Financial Services
2007-06-30,60667,LOW,7000000,214830000,Consumer Cyclical
2007-06-30,702165,NSC,3757100,197511000,Industrials
2007-06-30,70858,BAC,8700000,425343000,Financial Services
2007-06-30,731766,UNH,4800000,245472000,Healthcare
2007-06-30,750556,STI1,3204600,274762000,Unknown
2007-06-30,757011,USG1,17072192,837220000,Unknown
2007-06-30,78214,COP,17938100,1408141000,Energy
2007-06-30,80424,PG,105246800,6440052000,Consumer Defensive
2007-06-30,809697,UPS,1429200,104332000,Industrials
2007-06-30,820027,A4S,2517562,160042000,Unknown
2007-06-30,833444,ADT2,6310200,213222000,Unknown
2007-06-30,836102,TT2,11062700,652478000,Unknown
2007-06-30,922812,AXP,151610700,9275543000,Financial Services
2007-09-30,100885,UNP,4453000,503456000,Industrials
2007-09-30,1020882,IRM,9047850,275778000,Real Estate
2007-09-30,104169,WMT,19944300,870569000,Consumer Defensive
2007-09-30,104889,GHC,1727765,1387050000,Consumer Defensive
2007-09-30,105598,WFC,279669568,9961829000,Financial Services
2007-09-30,105729,WSC1,5703087,2269829000,Unknown
2007-09-30,1059556,DUT,48000000,2419200000,Unknown
2007-09-30,1084887,WHCI,2700000,126225000,Unknown
2007-09-30,1103982,MDLZ,107200900,3699503000,Consumer Defensive
2007-09-30,1121404,SNY,3530685,149772000,Healthcare
2007-09-30,1156039,ELV,4500000,355140000,Healthcare
2007-09-30,1170010,KMX,13981800,284250000,Consumer Cyclical
2007-09-30,1179484,CDCO,1537866,2292000,Unknown
2007-09-30,1393231,COST,5254000,322438000,Consumer Defensive
2007-09-30,200406,JNJ,61607348,4047602000,Healthcare
2007-09-30,21344,KO,200000000,11493803000,Consumer Defensive
2007-09-30,22301,CMCSA,12000000,287519000,Communication Services
2007-09-30,29924,DJ,6344804,378785000,Unknown
2007-09-30,310569,BUD1,35563200,1777804000,Unknown
2007-09-30,315066,WFC,52981000,4300468000,Financial Services
2007-09-30,320187,NKE,7641000,448221000,Consumer Cyclical
2007-09-30,320335,GL,2823879,175984000,Financial Services
2007-09-30,354950,HD,4181000,135632000,Consumer Cyclical
2007-09-30,36104,USB,65490326,2130401000,Financial Services
2007-09-30,36270,MTB,6708760,694022000,Financial Services
2007-09-30,39899,TGNA,3447600,150660000,Communication Services
2007-09-30,40545,GE,7777900,322005000,Industrials
2007-09-30,50485,IR,636600,34643000,Industrials
2007-09-30,60667,LOW,7000000,196140000,Consumer Cyclical
2007-09-30,702165,NSC,1933000,100342000,Industrials
2007-09-30,70858,BAC,9100000,457457000,Financial Services
2007-09-30,731766,UNH,6000000,290580000,Healthcare
2007-09-30,750556,STI1,3204600,242492000,Unknown
2007-09-30,757011,USG1,17072192,641061000,Unknown
2007-09-30,78214,COP,17508700,1536739000,Energy
2007-09-30,80424,PG,105847000,7445278000,Consumer Defensive
2007-09-30,809697,UPS,1429200,107333000,Industrials
2007-09-30,820027,A4S,1448662,91425000,Unknown
2007-09-30,836102,TT2,10962400,390480000,Unknown
2007-09-30,922812,AXP,151610700,9001129000,Financial Services
2007-12-31,100885,UNP,4453000,559386000,Industrials
2007-12-31,1020882,IRM,4663900,172658000,Real Estate
2007-12-31,104169,WMT,19944300,947952000,Consumer Defensive
2007-12-31,104889,GHC,1727765,1367399000,Consumer Defensive
2007-12-31,105598,WFC,289259868,8732756000,Financial Services
2007-12-31,105729,WSC1,5703087,2281235000,Unknown
2007-12-31,1059556,DUT,48000000,1713600000,Unknown
2007-12-31,1103982,MDLZ,132393800,4320009000,Consumer Defensive
2007-12-31,1121404,SNY,3569905,162537000,Healthcare
2007-12-31,1131399,GSK,1510500,76114000,Healthcare
2007-12-31,1156039,ELV,4500000,394785000,Healthcare
2007-12-31,1170010,KMX,21000000,414750000,Consumer Cyclical
2007-12-31,1179484,CDCO,1537866,14010000,Unknown
2007-12-31,1390844,WBC1EUR,2700000,135243000,Unknown
2007-12-31,1393231,COST,5254000,366519000,Consumer Defensive
2007-12-31,200406,JNJ,61754448,4119021000,Healthcare
2007-12-31,21344,KO,200000000,12274000000,Consumer Defensive
2007-12-31,22301,CMCSA,12000000,217440000,Communication Services
2007-12-31,310569,BUD1,35563200,1871438000,Unknown
2007-12-31,315066,WFC,60828818,5062783000,Financial Services
2007-12-31,320187,NKE,7641000,490858000,Consumer Cyclical
2007-12-31,320335,GL,2823879,170929000,Financial Services
2007-12-31,354950,HD,4181000,112636000,Consumer Cyclical
2007-12-31,36104,USB,67581926,2145051000,Financial Services
2007-12-31,36270,MTB,6708760,547233000,Financial Services
2007-12-31,39899,TGNA,3447600,134456000,Communication Services
2007-12-31,40545,GE,7777900,288321000,Industrials
2007-12-31,50485,IR,636600,29555000,Industrials
2007-12-31,60667,LOW,7000000,158340000,Consumer Cyclical
2007-12-31,702165,NSC,1933000,97500000,Industrials
2007-12-31,70858,BAC,9100000,375466000,Financial Services
2007-12-31,731766,UNH,6000000,349200000,Healthcare
2007-12-31,750556,STI1,3204600,200255000,Unknown
2007-12-31,757011,USG1,17072192,611014000,Unknown
2007-12-31,78214,COP,17508700,1546018000,Energy
2007-12-31,80424,PG,105847000,7771286000,Consumer Defensive
2007-12-31,809697,UPS,1429200,101073000,Industrials
2007-12-31,820027,A4S,661742,36469000,Unknown
2007-12-31,836102,TT2,10962400,512054000,Unknown
2007-12-31,922812,AXP,151610700,7886788000,Financial Services
2008-03-31,100885,UNP,4453000,558317000,Industrials
2008-03-31,1020882,IRM,3372200,89161000,Real Estate
2008-03-31,104169,WMT,19944300,1050665000,Consumer Defensive
2008-03-31,104889,GHC,1727765,1142917000,Consumer Defensive
2008-03-31,105598,WFC,290654868,8458061000,Financial Services
2008-03-31,105729,WSC1,5703087,2304047000,Unknown
2008-03-31,1059556,DUT,48000000,1671840000,Unknown
2008-03-31,1103982,MDLZ,138272500,4287830000,Consumer Defensive
2008-03-31,1121404,SNY,3586733,134646000,Healthcare
2008-03-31,1131399,GSK,1510500,64091000,Healthcare
2008-03-31,1156039,ELV,4800000,211824000,Healthcare
2008-03-31,1170010,KMX,21300000,413646000,Consumer Cyclical
2008-03-31,1179484,CDCO,1537866,14918000,Unknown
2008-03-31,1390844,WBC1EUR,2700000,123174000,Unknown
2008-03-31,1393231,COST,5254000,341352000,Consumer Defensive
2008-03-31,200406,JNJ,61754448,4006011000,Healthcare
2008-03-31,21344,KO,200000000,12174000000,Consumer Defensive
2008-03-31,22301,CMCSA,12000000,227640000,Communication Services
2008-03-31,310569,BUD1,35563200,1687474000,Unknown
2008-03-31,315066,WFC,63785418,5882291000,Financial Services
2008-03-31,320187,NKE,7641000,519588000,Consumer Cyclical
2008-03-31,320335,GL,2823879,169743000,Financial Services
2008-03-31,354950,HD,4181000,116943000,Consumer Cyclical
2008-03-31,36104,USB,68631026,2220899000,Financial Services
2008-03-31,36270,MTB,6715060,540428000,Financial Services
2008-03-31,39899,TGNA,3447600,100153000,Communication Services
2008-03-31,40545,GE,7777900,287860000,Industrials
2008-03-31,50485,IR,936600,41727000,Industrials
2008-03-31,60667,LOW,7000000,160580000,Consumer Cyclical
2008-03-31,702165,NSC,1933000,105001000,Industrials
2008-03-31,70858,BAC,9100000,344981000,Financial Services
2008-03-31,731766,UNH,6400000,219904000,Healthcare
2008-03-31,750556,STI1,3204600,176701000,Unknown
2008-03-31,757011,USG1,17072192,628598000,Unknown
2008-03-31,78214,COP,17508700,1334338000,Energy
2008-03-31,80424,PG,105847000,7416700000,Consumer Defensive
2008-03-31,809697,UPS,1429200,104360000,Industrials
2008-03-31,836102,TT2,10901900,500397000,Unknown
2008-03-31,922812,AXP,151610700,6628418000,Financial Services
2008-06-30,100885,UNP,8906000,672403000,Industrials
2008-06-30,1013871,NRA,3238100,138914000,Unknown
2008-06-30,1020882,IRM,3372200,89532000,Real Estate
2008-06-30,104169,WMT,19944300,1120869000,Consumer Defensive
2008-06-30,104889,GHC,1727765,1014025000,Consumer Defensive
2008-06-30,105598,WFC,290654868,6903054000,Financial Services
2008-06-30,105729,WSC1,5703087,2181431000,Unknown
2008-06-30,1059556,DUT,48000000,1653120000,Unknown
2008-06-30,1103982,MDLZ,138272500,3933852000,Consumer Defensive
2008-06-30,1121404,SNY,3903933,129727000,Healthcare
2008-06-30,1131399,GSK,1510500,66794000,Healthcare
2008-06-30,1156039,ELV,4800000,228768000,Healthcare
2008-06-30,1170010,KMX,21300000,302247000,Consumer Cyclical
2008-06-30,1179484,CDCO,1537866,14686000,Unknown
2008-06-30,1390844,WBC1EUR,2700000,125442000,Unknown
2008-06-30,1393231,COST,5254000,368516000,Consumer Defensive
2008-06-30,200406,JNJ,61754448,3973281000,Healthcare
2008-06-30,21344,KO,200000000,10396000000,Consumer Defensive
2008-06-30,22301,CMCSA,12000000,225120000,Communication Services
2008-06-30,310569,BUD1,13845000,860051000,Unknown
2008-06-30,315066,WFC,63785418,6371525000,Financial Services
2008-06-30,320187,NKE,7641000,455480000,Consumer Cyclical
2008-06-30,320335,GL,2823879,165620000,Financial Services
2008-06-30,354950,HD,4181000,97919000,Consumer Cyclical
2008-06-30,36104,USB,68631026,1914120000,Financial Services
2008-06-30,36270,MTB,6715060,473680000,Financial Services
2008-06-30,39899,TGNA,3447600,74709000,Communication Services
2008-06-30,40545,GE,7777900,207592000,Industrials
2008-06-30,50485,IR,5636600,210955000,Industrials
2008-06-30,60667,LOW,7000000,145250000,Consumer Cyclical
2008-06-30,702165,NSC,1933000,121141000,Industrials
2008-06-30,70858,BAC,9100000,217217000,Financial Services
2008-06-30,731766,UNH,6400000,168000000,Healthcare
2008-06-30,750556,STI1,3204600,116070000,Unknown
2008-06-30,757011,USG1,17072192,504825000,Unknown
2008-06-30,78214,COP,59688000,5633950000,Energy
2008-06-30,80424,PG,105847000,6436556000,Consumer Defensive
2008-06-30,809697,UPS,1429200,87853000,Industrials
2008-06-30,922812,AXP,151610700,5711172000,Financial Services
2008-09-30,100885,UNP,8906000,633751000,Industrials
2008-09-30,1013871,NRA,5000000,123750000,Unknown
2008-09-30,1020882,IRM,3372200,82315000,Real Estate
2008-09-30,104169,WMT,19944300,1194464000,Consumer Defensive
2008-09-30,104889,GHC,1727765,961951000,Consumer Defensive
2008-09-30,105598,WFC,290407668,10899000000,Financial Services
2008-09-30,105729,WSC1,5703087,2036002000,Unknown
2008-09-30,1059556,DUT,48000000,1632000000,Unknown
2008-09-30,1103982,MDLZ,138272500,4528424000,Consumer Defensive
2008-09-30,1121404,SNY,3903933,128323000,Healthcare
2008-09-30,1131399,GSK,1510500,65646000,Healthcare
2008-09-30,1156039,ELV,4777300,223424000,Healthcare
2008-09-30,1170010,KMX,18444100,258217000,Consumer Cyclical
2008-09-30,1179484,CDCO,1538377,14630000,Unknown
2008-09-30,1390844,WBC1EUR,2700000,95958000,Unknown
2008-09-30,1393231,COST,5254000,341142000,Consumer Defensive
2008-09-30,200406,JNJ,61754448,4278348000,Healthcare
2008-09-30,21344,KO,200000000,10576000000,Consumer Defensive
2008-09-30,22301,CMCSA,12000000,236640000,Communication Services
2008-09-30,310569,BUD1,13845000,898264000,Unknown
2008-09-30,31277,ETN,2908700,163411000,Industrials
2008-09-30,315066,WFC,63785418,5895686000,Financial Services
2008-09-30,320187,NKE,7641000,511183000,Consumer Cyclical
2008-09-30,320335,GL,2823879,168869000,Financial Services
2008-09-30,354950,HD,3700000,95793000,Consumer Cyclical
2008-09-30,36104,USB,72937126,2627194000,Financial Services
2008-09-30,36270,MTB,6715060,599319000,Financial Services
2008-09-30,39899,TGNA,3447600,58299000,Communication Services
2008-09-30,40545,GE,7777900,198336000,Industrials
2008-09-30,50485,IR,5636600,175674000,Industrials
2008-09-30,60667,LOW,6500000,153985000,Consumer Cyclical
2008-09-30,702165,NSC,1933000,127984000,Industrials
2008-09-30,70858,BAC,5000000,175000000,Financial Services
2008-09-30,731766,UNH,6379900,161986000,Healthcare
2008-09-30,750556,STI1,3204600,144175000,Unknown
2008-09-30,757011,USG1,17072192,437048000,Unknown
2008-09-30,78214,COP,83955800,6149762000,Energy
2008-09-30,80424,PG,105847000,7376477000,Consumer Defensive
2008-09-30,809697,UPS,1429200,89882000,Industrials
2008-09-30,922812,AXP,151610700,5371567000,Financial Services
2008-12-31,1004440,CEG1,19897322,499224000,Unknown
2008-12-31,100885,UNP,8906000,425707000,Industrials
2008-12-31,1013871,NRA,7200000,167976000,Unknown
2008-12-31,1020882,IRM,3372200,83395000,Real Estate
2008-12-31,104169,WMT,19944300,1118078000,Consumer Defensive
2008-12-31,104889,GHC,1727765,674259000,Consumer Defensive
2008-12-31,105598,WFC,290244868,8554419000,Financial Services
2008-12-31,105729,WSC1,5703087,1641919000,Unknown
2008-12-31,1059556,DUT,48000000,964320000,Unknown
2008-12-31,1103982,MDLZ,138272500,3712617000,Consumer Defensive
2008-12-31,1121404,SNY,3903933,125545000,Healthcare
2008-12-31,1131399,GSK,1510500,56296000,Healthcare
2008-12-31,1156039,ELV,4777300,201268000,Healthcare
2008-12-31,1170010,KMX,17636500,138976000,Consumer Cyclical
2008-12-31,1179484,CDCO,1538377,11999000,Unknown
2008-12-31,1298341,NLC,8739100,100849000,Unknown
2008-12-31,1390844,WBC1EUR,2700000,42633000,Unknown
2008-12-31,1393231,COST,5254000,275835000,Consumer Defensive
2008-12-31,200406,JNJ,28611591,1711831000,Healthcare
2008-12-31,21344,KO,200000000,9054000000,Consumer Defensive
2008-12-31,22301,CMCSA,12000000,193800000,Communication Services
2008-12-31,31277,ETN,3200000,159072000,Industrials
2008-12-31,315066,WFC,70089829,5306440000,Financial Services
2008-12-31,320187,NKE,7641000,389691000,Consumer Cyclical
2008-12-31,320335,GL,2823879,126227000,Financial Services
