filedFor,cik,ticker,no_shares,value,industry
2008-06-30,929008,WCC,5703087,2181431000,Industrials
2008-06-30,1013871,NRG,3238100,138914000,Utilities
2008-06-30,1059556,MCO,48000000,1653120000,Financial Services
2008-06-30,1103982,MDLZ,138272500,3933852000,Consumer Defensive
2008-06-30,1121404,SNY,3903933,129727000,Healthcare
2008-06-30,1131399,GSK,1510500,66794000,Healthcare
2008-06-30,1156039,ELV,4800000,228768000,Healthcare
2008-06-30,1170010,KMX,21300000,302247000,Consumer Cyclical
2008-09-30,21344,KO,200000000,10576000000,Consumer Defensive
2008-09-30,36104,USB-PA,72937126,2627194000,Financial Services
2008-09-30,36270,MTB-PJ,6715060,599319000,Financial Services
2008-09-30,39899,TGNA,3447600,58299000,Communication Services
2008-09-30,40545,GE,7777900,198336000,Industrials
2008-09-30,60667,LOW,6500000,153985000,Consumer Cyclical
2008-09-30,70858,BAC-PQ,5000000,175000000,Financial Services
2008-09-30,80424,PG,105847000,7376477000,Consumer Defensive
2008-09-30,100885,UNP,8906000,633751000,Industrials
2008-09-30,104169,WMT,19944300,1194464000,Consumer Defensive
2008-09-30,104889,GHC,1727765,961951000,Consumer Defensive
2008-09-30,200406,JNJ,61754448,4278348000,Healthcare
2008-09-30,320187,NKE,7641000,511183000,Consumer Cyclical
2008-09-30,320335,GL-PD,2823879,168869000,Financial Services
2008-09-30,354950,HD,3700000,95793000,Consumer Cyclical
2008-09-30,702165,NSC,1933000,127984000,Industrials
2008-09-30,731766,UNH,6379900,161986000,Healthcare
2008-09-30,929008,WCC,5703087,2036002000,Industrials
2008-09-30,1013871,NRG,5000000,123750000,Utilities
2008-09-30,1059556,MCO,48000000,1632000000,Financial Services
2008-09-30,1103982,MDLZ,138272500,4528424000,Consumer Defensive
2008-09-30,1121404,SNY,3903933,128323000,Healthcare
2008-09-30,1131399,GSK,1510500,65646000,Healthcare
2008-09-30,1156039,ELV,4777300,223424000,Healthcare
2008-09-30,1170010,KMX,18444100,258217000,Consumer Cyclical
2008-12-31,21344,KO,200000000,9054000000,Consumer Defensive
2008-12-31,36104,USB-PA,67551426,1689461000,Financial Services
2008-12-31,36270,MTB-PJ,6715060,385512000,Financial Services
2008-12-31,39899,TGNA,3447600,27581000,Communication Services
2008-12-31,40545,GE,7777900,126002000,Industrials
2008-12-31,60667,LOW,6500000,139880000,Consumer Cyclical
2008-12-31,70858,BAC-PQ,5000000,70400000,Financial Services
2008-12-31,80424,PG,96316010,5954255000,Consumer Defensive
2008-12-31,100885,UNP,8906000,425707000,Industrials
2008-12-31,104169,WMT,19944300,1118078000,Consumer Defensive
2008-12-31,104889,GHC,1727765,674259000,Consumer Defensive
2008-12-31,200406,JNJ,28611591,1711831000,Healthcare
2008-12-31,320187,NKE,7641000,389691000,Consumer Cyclical
2008-12-31,320335,GL-PD,2823879,126227000,Financial Services
2008-12-31,354950,HD,3700000,85174000,Consumer Cyclical
2008-12-31,702165,NSC,1933000,90948000,Industrials
2008-12-31,731766,UNH,6300000,167580000,Healthcare
2008-12-31,929008,WCC,5703087,1641919000,Industrials
2008-12-31,1013871,NRG,7200000,167976000,Utilities
2008-12-31,1059556,MCO,48000000,964320000,Financial Services
2008-12-31,1103982,MDLZ,138272500,3712617000,Consumer Defensive
2008-12-31,1121404,SNY,3903933,125545000,Healthcare
2008-12-31,1131399,GSK,1510500,56296000,Healthcare
2008-12-31,1156039,ELV,4777300,201268000,Healthcare
2008-12-31,1170010,KMX,17636500,138976000,Consumer Cyclical
2009-03-31,21344,KO,200000000,8789999000,Consumer Defensive
2009-03-31,36104,USB-PA,69039426,1008665000,Financial Services
2009-03-31,36270,MTB-PJ,6715060,303789000,Financial Services
2009-03-31,39899,TGNA,3447600,7585000,Communication Services
2009-03-31,40545,GE,7777900,78365000,Industrials
2009-03-31,60667,LOW,6500000,118625000,Consumer Cyclical
2009-03-31,70858,BAC-PQ,5000000,34100000,Financial Services
2009-03-31,80424,PG,96316010,4535521000,Consumer Defensive
2009-03-31,100885,UNP,9558000,392930000,Industrials
2009-03-31,104169,WMT,19944300,1039098000,Consumer Defensive
2009-03-31,104889,GHC,1727765,616985000,Consumer Defensive
2009-03-31,200406,JNJ,32508891,1709968000,Healthcare
2009-03-31,320187,NKE,7641000,358286000,Consumer Cyclical
2009-03-31,320335,GL-PD,2823879,74069000,Financial Services
2009-03-31,354950,HD,3700000,87172000,Consumer Cyclical
2009-03-31,702165,NSC,1933000,65239000,Industrials
2009-03-31,731766,UNH,4500000,94185000,Healthcare
2009-03-31,929008,WCC,5703087,1574052000,Industrials
2009-03-31,1013871,NRG,7200000,126720000,Utilities
2009-03-31,1059556,MCO,48000000,1100160000,Financial Services
2009-03-31,1103982,MDLZ,138272500,3082094000,Consumer Defensive
2009-03-31,1121404,SNY,3903933,109037000,Healthcare
2009-03-31,1131399,GSK,1510500,46931000,Healthcare
2009-03-31,1156039,ELV,4777300,181394000,Healthcare
2009-03-31,1170010,KMX,12000000,149280000,Consumer Cyclical
2009-06-30,10795,BDX,1200000,85572000,Healthcare
2009-06-30,21344,KO,200000000,9597999000,Consumer Defensive
2009-06-30,34088,XOM,854490,59737000,Energy
2009-06-30,36104,USB-PA,69039426,1237186000,Financial Services
2009-06-30,36270,MTB-PJ,6715060,341998000,Financial Services
2009-06-30,39899,TGNA,3447600,12308000,Communication Services
2009-06-30,40545,GE,7777900,91157000,Industrials
2009-06-30,60667,LOW,6500000,126165000,Consumer Cyclical
2009-06-30,70858,BAC-PQ,5000000,66000000,Financial Services
2009-06-30,80424,PG,96316010,4921747000,Consumer Defensive
2009-06-30,100885,UNP,9558000,497589000,Industrials
2009-06-30,104169,WMT,19944300,966102000,Consumer Defensive
2009-06-30,104889,GHC,1727765,608484000,Consumer Defensive
2009-06-30,200406,JNJ,36914633,2096751000,Healthcare
2009-06-30,320187,NKE,7641000,395651000,Consumer Cyclical
2009-06-30,320335,GL-PD,2823879,104596000,Financial Services
2009-06-30,354950,HD,2757898,65169000,Consumer Cyclical
2009-06-30,702165,NSC,1933000,72816000,Industrials
2009-06-30,731766,UNH,3400000,84932000,Healthcare
2009-06-30,929008,WCC,5703087,1659598000,Industrials
2009-06-30,1013871,NRG,7200000,186912000,Utilities
2009-06-30,1059556,MCO,48000000,1264800000,Financial Services
2009-06-30,1103982,MDLZ,138272500,3503825000,Consumer Defensive
2009-06-30,1121404,SNY,3903933,115126000,Healthcare
2009-06-30,1131399,GSK,1510500,53381000,Healthcare
2009-06-30,1156039,ELV,3500000,178115000,Healthcare
2009-06-30,1170010,KMX,9000000,132320000,Consumer Cyclical
2009-09-30,10795,BDX,2400000,167400000,Healthcare
2009-09-30,21344,KO,400000000,21480000000,Consumer Defensive
2009-09-30,34088,XOM,2552580,175134000,Energy
2009-09-30,36104,USB-PA,138078852,3018404000,Financial Services
2009-09-30,36270,MTB-PJ,13430120,836964000,Financial Services
2009-09-30,39899,TGNA,6895200,86258000,Communication Services
2009-09-30,40545,GE,15555800,255426000,Industrials
2009-09-30,60667,LOW,13000000,272220000,Consumer Cyclical
2009-09-30,70858,BAC-PQ,10000000,169200000,Financial Services
2009-09-30,80424,PG,192632020,11157248000,Consumer Defensive
2009-09-30,86312,TRV,54672,2692000,Financial Services
2009-09-30,100885,UNP,19116000,1115418000,Industrials
2009-09-30,104169,WMT,75673284,3714802000,Consumer Defensive
2009-09-30,104889,GHC,3455530,1617464000,Consumer Defensive
2009-09-30,200406,JNJ,73829266,4495466000,Healthcare
2009-09-30,320187,NKE,15282000,988746000,Consumer Cyclical
2009-09-30,320335,GL-PD,5647758,245282000,Financial Services
2009-09-30,354950,HD,5515796,146940000,Consumer Cyclical
2009-09-30,702165,NSC,3866000,166664000,Industrials
2009-09-30,731766,UNH,6800000,170272000,Healthcare
2009-09-30,929008,WCC,11406174,3712710000,Industrials
2009-09-30,1013871,NRG,12000000,338280000,Utilities
2009-09-30,1059556,MCO,78438624,1604854000,Financial Services
2009-09-30,1103982,MDLZ,276545000,7264836000,Consumer Defensive
2009-09-30,1121404,SNY,7807866,288500000,Healthcare
2009-09-30,1131399,GSK,3021000,119360000,Healthcare
2009-09-30,1156039,ELV,6788426,321500000,Healthcare
2009-09-30,1170010,KMX,18000000,376200000,Consumer Cyclical
2009-12-31,10795,BDX,3000000,236580000,Healthcare
2009-12-31,21344,KO,400000000,22799998000,Consumer Defensive
2009-12-31,34088,XOM,843600,57526000,Energy
2009-12-31,36104,USB-PA,138078852,3108154000,Financial Services
2009-12-31,36270,MTB-PJ,13430120,898342000,Financial Services
2009-12-31,39899,TGNA,4404400,65406000,Communication Services
2009-12-31,40545,GE,15555800,235360000,Industrials
2009-12-31,60667,LOW,13000000,304070000,Consumer Cyclical
2009-12-31,70858,BAC-PQ,10000000,150600000,Financial Services
2009-12-31,80424,PG,175006822,10610662000,Consumer Defensive
2009-12-31,86312,TRV,54672,2726000,Financial Services
2009-12-31,104169,WMT,78074284,4173072000,Consumer Defensive
2009-12-31,104889,GHC,3455530,1519052000,Consumer Defensive
2009-12-31,200406,JNJ,54264934,3495204000,Healthcare
2009-12-31,320187,NKE,15282000,1009682000,Consumer Cyclical
2009-12-31,320335,GL-PD,5647758,248220000,Financial Services
2009-12-31,354950,HD,5515796,159572000,Consumer Cyclical
2009-12-31,731766,UNH,2350000,71628000,Healthcare
2009-12-31,929008,WCC,11406174,3912318000,Industrials
2009-12-31,1013871,NRG,12000000,283320000,Utilities
2009-12-31,1059556,MCO,63629220,1705264000,Financial Services
2009-12-31,1103982,MDLZ,276545000,7516492000,Consumer Defensive
2009-12-31,1121404,SNY,7807866,306612000,Healthcare
2009-12-31,1131399,GSK,3021000,127638000,Healthcare
2009-12-31,1156039,ELV,2687640,156662000,Healthcare
2009-12-31,1170010,KMX,16000000,388000000,Consumer Cyclical
2010-03-31,10795,BDX,1744128,137315000,Healthcare
2010-03-31,21344,KO,200000000,11000000000,Consumer Defensive
2010-03-31,34088,XOM,421800,28252000,Energy
2010-03-31,36104,USB-PA,69039426,1786740000,Financial Services
2010-03-31,36270,MTB-PJ,5563281,441613000,Financial Services
2010-03-31,39899,TGNA,1740231,28749000,Communication Services
2010-03-31,40545,GE,7777900,141558000,Industrials
2010-03-31,60667,LOW,6500000,157560000,Consumer Cyclical
2010-03-31,70858,BAC-PQ,5000000,89250000,Financial Services
2010-03-31,80424,PG,79096784,5004454000,Consumer Defensive
2010-03-31,104169,WMT,39037142,2170465000,Consumer Defensive
2010-03-31,104889,GHC,1727765,767439000,Consumer Defensive
2010-03-31,200406,JNJ,23891448,1557722000,Healthcare
2010-03-31,320187,NKE,7641000,561613000,Consumer Cyclical
2010-03-31,320335,GL-PD,2823879,151086000,Financial Services
2010-03-31,354950,HD,2757898,89218000,Consumer Cyclical
2010-03-31,929008,WCC,5703087,2198540000,Industrials
2010-03-31,1013871,NRG,6000000,125400000,Utilities
2010-03-31,1059556,MCO,30783876,915820000,Financial Services
2010-03-31,1103982,MDLZ,106734745,3227659000,Consumer Defensive
2010-03-31,1121404,SNY,3903933,145851000,Healthcare
2010-03-31,1131399,GSK,1510500,58184000,Healthcare
2010-03-31,1170010,KMX,7725900,194075000,Consumer Cyclical
2010-06-30,10795,BDX,1889889,127794000,Healthcare
2010-06-30,21344,KO,200000000,10024000000,Consumer Defensive
2010-06-30,34088,XOM,421800,24072000,Energy
2010-06-30,36104,USB-PA,69039426,1543031000,Financial Services
2010-06-30,36270,MTB-PJ,5363821,455657000,Financial Services
2010-06-30,39899,TGNA,1740231,23424000,Communication Services
2010-06-30,40545,GE,7777900,112157000,Industrials
2010-06-30,60667,LOW,6500000,132730000,Consumer Cyclical
2010-06-30,70858,BAC-PQ,5000000,71850000,Financial Services
2010-06-30,80424,PG,78071036,4682699000,Consumer Defensive
2010-06-30,104169,WMT,39037142,1876515000,Consumer Defensive
2010-06-30,104889,GHC,1727765,709214000,Consumer Defensive
2010-06-30,200406,JNJ,41319563,2440334000,Healthcare
2010-06-30,320187,NKE,7641000,516150000,Consumer Cyclical
2010-06-30,320335,GL-PD,2823879,139811000,Financial Services
2010-06-30,354950,HD,2757898,77414000,Consumer Cyclical
2010-06-30,798354,FI,4400000,200904000,Technology
2010-06-30,929008,WCC,5703087,1843238000,Industrials
2010-06-30,1013871,NRG,6000000,127260000,Utilities
2010-06-30,1059556,MCO,30783876,613214000,Financial Services
2010-06-30,1103982,MDLZ,105214584,2946008000,Consumer Defensive
2010-06-30,1121404,SNY,4063675,122154000,Healthcare
2010-06-30,1131399,GSK,1510500,51372000,Healthcare
2010-06-30,1170010,KMX,7725900,153745000,Consumer Cyclical
2010-09-30,10795,BDX,3779778,280082000,Healthcare
2010-09-30,21344,KO,400000000,23408002000,Consumer Defensive
2010-09-30,34088,XOM,843600,52126000,Energy
2010-09-30,36104,USB-PA,138078852,2985264000,Financial Services
2010-09-30,36270,MTB-PJ,10727642,877628000,Financial Services
2010-09-30,39899,TGNA,3480462,42566000,Communication Services
2010-09-30,40545,GE,15555800,252782000,Industrials
2010-09-30,60667,LOW,13000000,289770000,Consumer Cyclical
2010-09-30,70858,BAC-PQ,10000000,131024000,Financial Services
2010-09-30,80424,PG,153532072,9207320000,Consumer Defensive
2010-09-30,104169,WMT,78074284,4178536000,Consumer Defensive
2010-09-30,104889,GHC,3455530,1380174000,Consumer Defensive
2010-09-30,200406,JNJ,85249126,5282036000,Healthcare
2010-09-30,320187,NKE,7285858,583888000,Consumer Cyclical
2010-09-30,320335,GL-PD,5647758,300124000,Financial Services
2010-09-30,798354,FI,7821600,420958000,Technology
2010-09-30,929008,WCC,11406174,4085122000,Industrials
2010-09-30,1059556,MCO,57747512,1442534000,Financial Services
2010-09-30,1103982,MDLZ,210429168,6493844000,Consumer Defensive
2010-09-30,1121404,SNY,8127350,270234000,Healthcare
2010-09-30,1131399,GSK,3021000,119390000,Healthcare
2010-09-30,1390777,BK,3985518,104140000,Financial Services
2010-12-31,21344,KO,200000000,13154000000,Consumer Defensive
2010-12-31,34088,XOM,421800,30842000,Energy
2010-12-31,36104,USB-PA,69039426,1861994000,Financial Services
2010-12-31,36270,MTB-PJ,5363821,466920000,Financial Services
2010-12-31,39899,TGNA,1740231,26260000,Communication Services
2010-12-31,40545,GE,7777900,142258000,Industrials
2010-12-31,80424,PG,76766036,4938358000,Consumer Defensive
2010-12-31,104169,WMT,39037142,2105273000,Consumer Defensive
2010-12-31,104889,GHC,1727765,759354000,Consumer Defensive
2010-12-31,200406,JNJ,42624563,2636330000,Healthcare
2010-12-31,320335,GL-PD,2823879,168698000,Financial Services
2010-12-31,929008,WCC,5703087,2101074000,Industrials
2010-12-31,1059556,MCO,28415250,754141000,Financial Services
2010-12-31,1103982,MDLZ,105214584,3315311000,Consumer Defensive
2010-12-31,1121404,SNY,4063675,130972000,Healthcare
2010-12-31,1131399,GSK,1510500,59242000,Healthcare
2010-12-31,1390777,BK,1793915,54176000,Financial Services
2011-03-31,21344,KO,200000000,13268001000,Consumer Defensive
2011-03-31,34088,XOM,421800,35486000,Energy
2011-03-31,36104,USB-PA,69039426,1824712000,Financial Services
2011-03-31,36270,MTB-PJ,5363821,474537000,Financial Services
2011-03-31,39899,TGNA,1740231,26504000,Communication Services
2011-03-31,40545,GE,7777900,155947000,Industrials
2011-03-31,80424,PG,76766036,4728788000,Consumer Defensive
2011-03-31,104169,WMT,39037142,2031883000,Consumer Defensive
2011-03-31,104889,GHC,1727765,756001000,Consumer Defensive
2011-03-31,200406,JNJ,42624563,2525506000,Healthcare
2011-03-31,320335,GL-PD,2823879,187732000,Financial Services
2011-03-31,929008,WCC,5703087,2219641000,Industrials
2011-03-31,1059556,MCO,28415250,963561000,Financial Services
2011-03-31,1103982,MDLZ,105214584,3299529000,Consumer Defensive
2011-03-31,1121404,SNY,4063675,143123000,Healthcare
2011-03-31,1131399,GSK,1510500,58018000,Healthcare
2011-03-31,1141391,MA,216000,54372000,Financial Services
2011-03-31,1390777,BK,1793915,53584000,Financial Services
2011-06-30,21344,KO,200000000,13457999000,Consumer Defensive
2011-06-30,29534,DG,1497800,50760000,Consumer Defensive
2011-06-30,34088,XOM,421800,34326000,Energy
2011-06-30,36104,USB-PA,69039426,1761196000,Financial Services
2011-06-30,36270,MTB-PJ,5363821,471749000,Financial Services
2011-06-30,39899,TGNA,1740231,24920000,Communication Services
2011-06-30,40545,GE,7777900,146691000,Industrials
2011-06-30,80424,PG,76766036,4880018000,Consumer Defensive
2011-06-30,104169,WMT,39037142,2074433000,Consumer Defensive
2011-06-30,104889,GHC,1727765,723848000,Consumer Defensive
2011-06-30,200406,JNJ,42624563,2835387000,Healthcare
2011-06-30,320335,GL-PD,2823879,181124000,Financial Services
2011-06-30,1059556,MCO,28415250,1089725000,Financial Services
2011-06-30,1103982,MDLZ,99467624,3504245000,Consumer Defensive
2011-06-30,1121404,SNY,4063675,163238000,Healthcare
2011-06-30,1131399,GSK,1510500,64800000,Healthcare
2011-06-30,1141391,MA,405000,122043000,Financial Services
2011-06-30,1390777,BK,1793915,45960000,Financial Services
2011-06-30,1442145,VRSK,2101125,72741000,Industrials
2011-09-30,21344,KO,400000000,27024000000,Consumer Defensive
2011-09-30,29534,DG,8994494,339632000,Consumer Defensive
2011-09-30,34088,XOM,843600,61270000,Energy
2011-09-30,36104,USB-PA,138078852,3250376000,Financial Services
2011-09-30,36270,MTB-PJ,10764080,752408000,Financial Services
2011-09-30,39899,TGNA,3480462,33168000,Communication Services
2011-09-30,40545,GE,15555800,236760000,Industrials
2011-09-30,50863,INTC,18666000,398334000,Technology
2011-09-30,64803,CVS,11322000,380306000,Healthcare
2011-09-30,80424,PG,153532072,9700154000,Consumer Defensive
2011-09-30,104169,WMT,78074284,4052054000,Consumer Defensive
2011-09-30,104889,GHC,3455530,1129856000,Consumer Defensive
2011-09-30,200406,JNJ,74893576,4769970000,Healthcare
2011-09-30,320335,GL-PD,8471636,295320000,Financial Services
2011-09-30,1059556,MCO,56830500,1730490000,Financial Services
2011-09-30,1103982,MDLZ,179493416,6027390000,Consumer Defensive
2011-09-30,1121404,SNY,8127350,266578000,Healthcare
2011-09-30,1131399,GSK,3021000,124738000,Healthcare
2011-09-30,1141391,MA,810000,256900000,Financial Services
2011-09-30,1390777,BK,3587830,66698000,Financial Services
2011-09-30,1403161,V,4583416,392890000,Financial Services
2011-09-30,1442145,VRSK,6303375,219168000,Industrials
2011-12-31,21344,KO,200000000,13994002000,Consumer Defensive
2011-12-31,29534,DG,4497247,185017000,Consumer Defensive
2011-12-31,36104,USB-PA,69039426,1867516000,Financial Services
2011-12-31,36270,MTB-PJ,5382040,410865000,Financial Services
2011-12-31,39899,TGNA,1740231,23267000,Communication Services
2011-12-31,40545,GE,7777900,139302000,Industrials
2011-12-31,50863,INTC,11495000,278754000,Technology
2011-12-31,64803,CVS,7106500,289803000,Healthcare
2011-12-31,80424,PG,76766036,5121062000,Consumer Defensive
2011-12-31,104169,WMT,39037142,2332860000,Consumer Defensive
2011-12-31,104889,GHC,1727765,651039000,Consumer Defensive
2011-12-31,200406,JNJ,29018127,1903009000,Healthcare
2011-12-31,320335,GL-PD,4235818,183791000,Financial Services
2011-12-31,927066,DVA,2684500,203512000,Healthcare
2011-12-31,1059556,MCO,28415250,957025000,Financial Services
2011-12-31,1103982,MDLZ,87034713,3251616000,Consumer Defensive
2011-12-31,1121404,SNY,4063675,148487000,Healthcare
2011-12-31,1131399,GSK,1510500,68924000,Healthcare
2011-12-31,1141391,MA,405000,150992000,Financial Services
2011-12-31,1390777,BK,1793915,35717000,Financial Services
2011-12-31,1403161,V,2865008,290884000,Financial Services
2011-12-31,1442145,VRSK,3445029,138249000,Industrials
2012-03-31,21344,KO,200000000,14802000000,Consumer Defensive
2012-03-31,29534,DG,3637164,168037000,Consumer Defensive
2012-03-31,36104,USB-PA,69039326,2187165000,Financial Services
2012-03-31,36270,MTB-PJ,5382040,467591000,Financial Services
2012-03-31,39899,TGNA,1740231,26678000,Communication Services
2012-03-31,40545,GE,7777900,156102000,Industrials
2012-03-31,50863,INTC,7745000,217751000,Technology
2012-03-31,58361,LEE,1655125,2119000,Communication Services
2012-03-31,64803,CVS,7106500,318371000,Healthcare
2012-03-31,80424,PG,73254136,4923411000,Consumer Defensive
2012-03-31,104169,WMT,46708142,2858538000,Consumer Defensive
2012-03-31,104889,GHC,1727765,645441000,Consumer Defensive
2012-03-31,200406,JNJ,29018127,1914036000,Healthcare
2012-03-31,320335,GL-PD,4235818,211156000,Financial Services
2012-03-31,927066,DVA,6000000,541020000,Healthcare
2012-03-31,1059556,MCO,28415250,1196282000,Financial Services
2012-03-31,1103982,MDLZ,78017165,2965432000,Consumer Defensive
2012-03-31,1121404,SNY,4063675,157467000,Healthcare
2012-03-31,1131399,GSK,1510500,67837000,Healthcare
2012-03-31,1141391,MA,405000,170319000,Financial Services
2012-03-31,1390777,BK,5607466,135308000,Financial Services
2012-03-31,1403161,V,2865008,338071000,Financial Services
2012-03-31,1442145,VRSK,2230148,104750000,Industrials
2012-03-31,1466258,TT,636000,26299000,Industrials
2012-03-31,1467858,GM,10000000,256500000,Consumer Cyclical
2012-06-30,21344,KO,200000000,15637999000,Consumer Defensive
2012-06-30,29534,DG,3320885,180623000,Consumer Defensive
2012-06-30,39899,TGNA,1740231,25634000,Communication Services
2012-06-30,64803,CVS,5301916,247759000,Healthcare
2012-06-30,927066,DVA,9300000,913353000,Healthcare
2012-06-30,1390777,BK,18719515,410893000,Financial Services
2012-09-30,21344,KO,400000000,15172000000,Consumer Defensive
2012-09-30,39899,TGNA,1740231,30889000,Communication Services
2012-09-30,315189,DE,3978767,328129000,Industrials
2012-09-30,927066,DVA,10197569,1056570000,Healthcare
2012-09-30,1390777,BK,19633915,444119000,Financial Services
2012-12-31,21344,KO,400000000,14500000000,Consumer Defensive
2012-12-31,39899,TGNA,1740231,31342000,Communication Services
2012-12-31,315189,DE,3978767,343845000,Industrials
2012-12-31,927066,DVA,13607935,1504085000,Healthcare
2012-12-31,1390777,BK,19633915,504592000,Financial Services
2013-03-31,21344,KO,400000000,16176000000,Consumer Defensive
2013-03-31,315189,DE,3978767,342094000,Industrials
2013-03-31,927066,DVA,14973906,1775756000,Healthcare
2013-03-31,1390777,BK,18939115,530106000,Financial Services
